frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
388,  0,  19.350,  0.98,  1, 0.46, 0.07, 0.00, 0.00, 0.00, 0.27, 0.20, 0.00, 0.00, 0.00, 0.00, 0.68, 0.00, 0.05, 0.54, 0.11, 0.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
389,  0,  19.400,  0.98,  1, 0.41, 0.00, 0.00, 0.00, 0.00, 0.15, 0.20, 0.00, 0.00, 0.04, 0.00, 0.69, 0.00, 0.05, 0.58, 0.08, 0.39, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
390,  0,  19.450,  0.98,  1, 0.28, 0.00, 0.00, 0.00, 0.00, 0.12, 0.18, 0.00, 0.00, 0.07, 0.00, 0.77, 0.00, 0.09, 0.54, 0.03, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
391,  0,  19.500,  0.98,  1, 0.28, 0.00, 0.00, 0.00, 0.00, 0.17, 0.12, 0.00, 0.00, 0.12, 0.06, 0.80, 0.00, 0.11, 0.43, 0.08, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
392,  0,  19.550,  0.98,  1, 0.25, 0.00, 0.00, 0.00, 0.00, 0.17, 0.10, 0.00, 0.00, 0.21, 0.10, 0.94, 0.00, 0.16, 0.35, 0.08, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
393,  0,  19.600,  0.98,  1, 0.39, 0.00, 0.00, 0.00, 0.00, 0.12, 0.07, 0.00, 0.00, 0.25, 0.10, 0.93, 0.00, 0.16, 0.43, 0.07, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
394,  0,  19.650,  0.98,  1, 0.46, 0.00, 0.00, 0.00, 0.00, 0.25, 0.09, 0.00, 0.00, 0.23, 0.07, 0.98, 0.03, 0.14, 0.50, 0.05, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
395,  0,  19.700,  0.98,  1, 0.47, 0.00, 0.00, 0.00, 0.00, 0.26, 0.07, 0.00, 0.00, 0.18, 0.15, 1.01, 0.03, 0.12, 0.46, 0.05, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
396,  0,  19.750,  0.98,  1, 0.52, 0.03, 0.00, 0.00, 0.00, 0.44, 0.05, 0.00, 0.00, 0.20, 0.28, 0.98, 0.03, 0.08, 0.47, 0.03, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
397,  0,  19.800,  0.98,  1, 0.50, 0.03, 0.00, 0.00, 0.00, 0.22, 0.02, 0.00, 0.00, 0.36, 0.31, 0.87, 0.00, 0.04, 0.41, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
398,  0,  19.850,  0.98,  1, 0.53, 0.03, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.28, 0.32, 0.84, 0.00, 0.03, 0.48, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
399,  0,  19.900,  0.98,  1, 0.49, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.25, 0.24, 0.86, 0.00, 0.03, 0.38, 0.03, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
400,  0,  19.950,  0.93,  1, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.25, 0.85, 0.00, 0.03, 0.47, 0.05, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
401,  0,  20.000,  0.98,  1, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.18, 0.71, 0.00, 0.00, 0.48, 0.03, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
402,  0,  20.050,  0.98,  1, 0.58, 0.15, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.14, 0.14, 0.65, 0.00, 0.00, 0.57, 0.08, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
403,  0,  20.100,  0.93,  1, 0.60, 0.22, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.13, 0.05, 0.63, 0.06, 0.00, 0.49, 0.06, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
404,  0,  20.150,  0.98,  1, 0.57, 0.23, 0.00, 0.00, 0.00, 0.17, 0.03, 0.00, 0.00, 0.08, 0.00, 0.58, 0.06, 0.00, 0.47, 0.08, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
405,  0,  20.200,  0.98,  1, 0.44, 0.26, 0.00, 0.00, 0.00, 0.11, 0.03, 0.00, 0.00, 0.08, 0.00, 0.60, 0.06, 0.00, 0.39, 0.03, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
406,  0,  20.250,  0.93,  1, 0.43, 0.20, 0.00, 0.00, 0.00, 0.06, 0.03, 0.00, 0.00, 0.04, 0.00, 0.53, 0.00, 0.00, 0.51, 0.02, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
407,  0,  20.300,  0.98,  1, 0.62, 0.39, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.00, 0.00, 0.60, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
408,  0,  20.350,  0.98,  1, 0.67, 0.24, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.04, 0.02, 0.40, 0.00, 0.00, 0.73, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
409,  0,  20.400,  0.93,  1, 0.76, 0.37, 0.00, 0.00, 0.00, 0.13, 0.06, 0.00, 0.00, 0.03, 0.02, 0.41, 0.00, 0.00, 0.64, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
410,  0,  20.450,  0.93,  1, 0.61, 0.21, 0.00, 0.00, 0.00, 0.09, 0.06, 0.00, 0.00, 0.06, 0.02, 0.39, 0.00, 0.00, 0.55, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
411,  0,  20.500,  0.93,  1, 0.62, 0.28, 0.00, 0.00, 0.00, 0.18, 0.06, 0.00, 0.00, 0.02, 0.00, 0.44, 0.00, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
412,  0,  20.550,  0.93,  1, 0.62, 0.25, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.02, 0.00, 0.47, 0.00, 0.00, 0.38, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
413,  0,  20.600,  0.93,  1, 0.67, 0.25, 0.00, 0.00, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.45, 0.00, 0.00, 0.36, 0.02, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
414,  0,  20.650,  0.98,  1, 0.79, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 0.00, 0.00, 0.40, 0.02, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
415,  0,  20.700,  0.98,  1, 0.69, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.24, 0.00, 0.00, 0.51, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
416,  0,  20.750,  0.98,  1, 0.66, 0.24, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.50, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
417,  0,  20.800,  0.93,  1, 0.49, 0.12, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.44, 0.00, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
418,  0,  20.850,  0.93,  1, 0.40, 0.23, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.01, 0.00, 0.25, 0.00, 0.00, 0.46, 0.10, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
419,  0,  20.900,  0.93,  1, 0.30, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.18, 0.00, 0.00, 0.58, 0.10, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
420,  0,  20.950,  0.93,  1, 0.28, 0.43, 0.00, 0.00, 0.00, 0.09, 0.05, 0.00, 0.00, 0.06, 0.01, 0.19, 0.00, 0.00, 0.56, 0.10, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
421,  0,  21.000,  0.93,  1, 0.29, 0.39, 0.00, 0.00, 0.00, 0.09, 0.06, 0.00, 0.00, 0.05, 0.01, 0.09, 0.00, 0.00, 0.50, 0.00, 0.30, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
422,  0,  21.050,  0.93,  1, 0.30, 0.34, 0.00, 0.00, 0.00, 0.09, 0.06, 0.00, 0.00, 0.00, 0.04, 0.12, 0.00, 0.00, 0.33, 0.00, 0.28, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
423,  0,  21.100,  0.93,  1, 0.32, 0.27, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.08, 0.16, 0.00, 0.00, 0.42, 0.03, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
424,  0,  21.150,  0.98,  1, 0.40, 0.26, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00, 0.08, 0.12, 0.00, 0.00, 0.37, 0.11, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
425,  0,  21.200,  0.93,  1, 0.49, 0.30, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00, 0.05, 0.05, 0.00, 0.00, 0.41, 0.11, 0.19, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
426,  0,  21.250,  0.93,  1, 0.44, 0.24, 0.00, 0.00, 0.00, 0.01, 0.01, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.31, 0.09, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
427,  0,  21.300,  0.98,  1, 0.40, 0.29, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.05, 0.00, 0.00, 0.23, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
428,  0,  21.350,  0.98,  1, 0.30, 0.25, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.11, 0.05, 0.00, 0.12, 0.05, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
429,  0,  21.400,  0.93,  1, 0.28, 0.20, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.05, 0.00, 0.16, 0.16, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
430,  0,  21.450,  0.98,  1, 0.31, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.05, 0.08, 0.00, 0.19, 0.16, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
431,  0,  21.500,  0.98,  1, 0.27, 0.19, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.08, 0.06, 0.05, 0.00, 0.18, 0.12, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
432,  0,  21.550,  0.93,  1, 0.21, 0.33, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.08, 0.06, 0.06, 0.00, 0.25, 0.04, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
433,  0,  21.600,  0.98,  1, 0.16, 0.27, 0.00, 0.00, 0.00, 0.01, 0.02, 0.00, 0.00, 0.03, 0.00, 0.06, 0.13, 0.00, 0.34, 0.13, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
434,  0,  21.650,  0.98,  1, 0.11, 0.18, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.03, 0.00, 0.00, 0.20, 0.00, 0.57, 0.22, 0.13, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
435,  0,  21.700,  0.98,  1, 0.11, 0.09, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.03, 0.00, 0.00, 0.19, 0.00, 0.57, 0.32, 0.05, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
436,  0,  21.750,  0.98,  1, 0.07, 0.11, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.01, 0.00, 0.00, 0.15, 0.00, 0.58, 0.44, 0.04, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
437,  0,  21.800,  0.98,  1, 0.10, 0.11, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.01, 0.00, 0.00, 0.13, 0.00, 0.56, 0.57, 0.03, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
438,  0,  21.850,  0.98,  1, 0.13, 0.11, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.02, 0.00, 0.02, 0.20, 0.02, 0.47, 0.74, 0.06, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
439,  0,  21.900,  0.93,  1, 0.06, 0.14, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.01, 0.00, 0.02, 0.13, 0.02, 0.49, 0.80, 0.06, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
440,  0,  21.950,  0.98,  1, 0.03, 0.20, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.01, 0.07, 0.02, 0.10, 0.02, 0.45, 0.81, 0.06, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
441,  0,  22.000,  0.98,  1, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.07, 0.00, 0.08, 0.00, 0.48, 0.70, 0.03, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
442,  0,  22.050,  0.98,  1, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.07, 0.00, 0.09, 0.00, 0.53, 0.65, 0.03, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
443,  0,  22.100,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.47, 0.61, 0.03, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
444,  0,  22.150,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.53, 0.60, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
445,  0,  22.200,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.46, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
446,  0,  22.250,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.00, 0.48, 0.66, 0.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
447,  0,  22.300,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.40, 0.62, 0.03, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
448,  0,  22.350,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.41, 0.44, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
449,  0,  22.400,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.37, 0.39, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
450,  0,  22.450,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.42, 0.48, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
451,  0,  22.500,  0.98,  1, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.02, 0.11, 0.00, 0.38, 0.42, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
452,  0,  22.550,  0.98,  1, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.02, 0.25, 0.00, 0.27, 0.32, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
453,  0,  22.600,  0.98,  1, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.02, 0.37, 0.00, 0.24, 0.15, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
454,  0,  22.650,  0.98,  1, 0.11, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.44, 0.00, 0.20, 0.08, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
455,  0,  22.700,  0.98,  1, 0.03, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 0.00, 0.35, 0.00, 0.35, 0.17, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
456,  0,  22.750,  0.98,  1, 0.07, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.33, 0.00, 0.29, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
457,  0,  22.800,  0.98,  1, 0.09, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.34, 0.01, 0.28, 0.16, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
458,  0,  22.850,  0.98,  1, 0.15, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.03, 0.37, 0.01, 0.14, 0.07, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
