frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
16,  0,  0.750,  0.93,  1, 0.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.10, 0.01, 0.56, 0.00, 0.86, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
17,  0,  0.800,  0.98,  1, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.05, 0.02, 0.63, 0.00, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
18,  0,  0.850,  0.93,  1, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.05, 0.11, 0.02, 0.70, 0.00, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
19,  0,  0.900,  0.93,  1, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.13, 0.20, 0.02, 0.70, 0.00, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
20,  0,  0.950,  0.93,  1, 0.07, 0.00, 0.00, 0.02, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.16, 0.32, 0.02, 0.71, 0.00, 0.78, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
21,  0,  1.000,  0.93,  1, 0.10, 0.00, 0.00, 0.02, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.27, 0.38, 0.02, 0.72, 0.00, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
22,  0,  1.050,  0.98,  1, 0.21, 0.08, 0.00, 0.02, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.35, 0.37, 0.10, 0.75, 0.00, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
23,  0,  1.100,  0.98,  1, 0.42, 0.27, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.00, 0.40, 0.35, 0.13, 0.77, 0.00, 0.90, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
24,  0,  1.150,  0.98,  1, 0.60, 0.61, 0.00, 0.11, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.46, 0.32, 0.13, 0.79, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
25,  0,  1.200,  0.98,  1, 0.67, 0.88, 0.00, 0.11, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.55, 0.31, 0.05, 0.83, 0.00, 0.97, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
26,  0,  1.250,  0.98,  1, 0.78, 1.20, 0.00, 0.24, 0.00, 0.00, 0.27, 0.00, 0.00, 0.00, 0.69, 0.27, 0.10, 0.87, 0.00, 0.96, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
27,  0,  1.300,  0.98,  1, 0.84, 1.10, 0.00, 0.12, 0.00, 0.00, 0.28, 0.00, 0.00, 0.00, 0.75, 0.35, 0.18, 0.92, 0.00, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
28,  0,  1.350,  0.93,  1, 0.88, 0.94, 0.00, 0.13, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 0.79, 0.53, 0.36, 0.98, 0.00, 1.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
29,  0,  1.400,  0.93,  1, 0.91, 0.64, 0.00, 0.02, 0.00, 0.00, 0.24, 0.03, 0.00, 0.00, 0.91, 0.73, 0.29, 1.02, 0.00, 0.98, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
30,  0,  1.450,  0.93,  1, 0.89, 0.53, 0.00, 0.11, 0.00, 0.00, 0.19, 0.03, 0.00, 0.00, 0.95, 0.93, 0.33, 1.00, 0.00, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31,  0,  1.500,  0.93,  1, 0.85, 0.47, 0.00, 0.20, 0.00, 0.00, 0.13, 0.03, 0.00, 0.00, 0.99, 0.86, 0.33, 0.83, 0.00, 0.80, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
32,  0,  1.550,  0.98,  1, 0.84, 0.54, 0.00, 0.20, 0.00, 0.00, 0.04, 0.03, 0.00, 0.00, 0.84, 0.69, 0.43, 0.68, 0.00, 0.81, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
33,  0,  1.600,  0.98,  1, 0.84, 0.62, 0.00, 0.17, 0.00, 0.00, 0.03, 0.03, 0.00, 0.00, 1.00, 0.48, 0.33, 0.64, 0.00, 0.74, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
34,  0,  1.650,  0.93,  1, 0.82, 0.70, 0.00, 0.09, 0.00, 0.00, 0.07, 0.04, 0.00, 0.00, 0.93, 0.63, 0.15, 0.82, 0.00, 0.64, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
35,  0,  1.700,  0.93,  1, 0.79, 0.73, 0.00, 0.07, 0.00, 0.00, 0.18, 0.01, 0.00, 0.00, 0.91, 0.67, 0.03, 0.93, 0.00, 0.69, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
36,  0,  1.750,  0.98,  1, 0.83, 0.73, 0.00, 0.01, 0.00, 0.00, 0.15, 0.01, 0.00, 0.00, 0.70, 0.62, 0.00, 0.92, 0.00, 0.62, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
37,  0,  1.800,  0.98,  1, 0.82, 0.78, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.64, 0.34, 0.00, 0.80, 0.00, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
38,  0,  1.850,  0.98,  1, 0.71, 0.54, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.51, 0.21, 0.00, 0.75, 0.00, 0.57, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
39,  0,  1.900,  0.98,  1, 0.52, 0.36, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.31, 0.11, 0.00, 0.72, 0.00, 0.70, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
40,  0,  1.950,  0.93,  1, 0.32, 0.10, 0.00, 0.01, 0.00, 0.00, 0.08, 0.00, 0.00, 0.00, 0.10, 0.12, 0.00, 0.74, 0.00, 0.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
41,  0,  2.000,  0.98,  1, 0.21, 0.04, 0.00, 0.01, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.10, 0.10, 0.00, 0.69, 0.00, 0.76, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
42,  0,  2.050,  0.98,  1, 0.23, 0.17, 0.00, 0.01, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.09, 0.16, 0.00, 0.66, 0.00, 0.77, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
43,  0,  2.100,  0.98,  1, 0.30, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.13, 0.00, 0.61, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
44,  0,  2.150,  0.98,  1, 0.33, 0.34, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.12, 0.00, 0.62, 0.00, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
45,  0,  2.200,  0.98,  1, 0.34, 0.40, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.05, 0.00, 0.61, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
46,  0,  2.250,  0.98,  1, 0.33, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.62, 0.00, 0.72, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
47,  0,  2.300,  0.98,  1, 0.37, 0.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.07, 0.00, 0.53, 0.00, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
48,  0,  2.350,  0.98,  1, 0.25, 0.50, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.15, 0.00, 0.44, 0.00, 0.67, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
49,  0,  2.400,  0.98,  1, 0.19, 0.36, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.12, 0.15, 0.00, 0.30, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
50,  0,  2.450,  0.93,  1, 0.06, 0.13, 0.00, 0.02, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.02, 0.15, 0.00, 0.23, 0.01, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
51,  0,  2.500,  0.93,  1, 0.05, 0.09, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.04, 0.15, 0.00, 0.13, 0.04, 0.45, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
52,  0,  2.550,  0.93,  1, 0.05, 0.09, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.03, 0.27, 0.00, 0.12, 0.04, 0.48, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
53,  0,  2.600,  0.93,  1, 0.02, 0.09, 0.00, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.18, 0.24, 0.00, 0.05, 0.05, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
54,  0,  2.650,  0.93,  1, 0.01, 0.03, 0.00, 0.01, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.21, 0.18, 0.00, 0.05, 0.03, 0.49, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
55,  0,  2.700,  0.93,  1, 0.04, 0.03, 0.00, 0.05, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.26, 0.05, 0.00, 0.00, 0.12, 0.48, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
56,  0,  2.750,  0.93,  1, 0.17, 0.03, 0.00, 0.05, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.12, 0.09, 0.00, 0.00, 0.20, 0.54, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
57,  0,  2.800,  0.93,  1, 0.18, 0.00, 0.00, 0.04, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.08, 0.10, 0.00, 0.00, 0.34, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
58,  0,  2.850,  0.93,  1, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.02, 0.10, 0.06, 0.00, 0.31, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
59,  0,  2.900,  0.93,  1, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.00, 0.00, 0.00, 0.03, 0.08, 0.06, 0.00, 0.31, 0.27, 0.01, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
60,  0,  2.950,  0.93,  1, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.00, 0.00, 0.06, 0.12, 0.12, 0.00, 0.23, 0.31, 0.01, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
61,  0,  3.000,  0.93,  1, 0.22, 0.03, 0.00, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.16, 0.26, 0.11, 0.00, 0.29, 0.38, 0.01, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
62,  0,  3.050,  0.93,  1, 0.16, 0.03, 0.00, 0.00, 0.00, 0.00, 0.14, 0.00, 0.00, 0.00, 0.17, 0.24, 0.21, 0.00, 0.28, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
63,  0,  3.100,  0.93,  1, 0.18, 0.03, 0.00, 0.00, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.27, 0.24, 0.33, 0.00, 0.26, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
64,  0,  3.150,  0.93,  1, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.20, 0.14, 0.35, 0.00, 0.17, 0.33, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
65,  0,  3.200,  0.93,  1, 0.12, 0.04, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.21, 0.10, 0.24, 0.00, 0.12, 0.31, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
66,  0,  3.250,  0.93,  1, 0.09, 0.10, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.06, 0.04, 0.14, 0.00, 0.22, 0.28, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
67,  0,  3.300,  0.93,  1, 0.08, 0.10, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.04, 0.03, 0.00, 0.22, 0.00, 0.18, 0.29, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
68,  0,  3.350,  0.98,  1, 0.13, 0.06, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.13, 0.00, 0.03, 0.30, 0.06, 0.16, 0.40, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
69,  0,  3.400,  0.93,  1, 0.18, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.21, 0.00, 0.10, 0.30, 0.19, 0.05, 0.45, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
70,  0,  3.450,  0.98,  1, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.41, 0.00, 0.16, 0.26, 0.40, 0.05, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
