frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
20,  0,  0.633,  0.93,  1, 1.14, 0.28, 0.00, 0.00, 1.21, 0.48, 0.05, 0.78, 2.38, 0.26, 0.32, 0.18, 0.00, 0.00, 1.49, 0.30, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
21,  0,  0.667,  0.93,  1, 1.26, 0.37, 0.00, 0.00, 1.22, 0.43, 0.00, 0.82, 2.37, 0.41, 0.28, 0.20, 0.00, 0.00, 1.55, 0.39, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
22,  0,  0.700,  0.93,  1, 1.35, 0.35, 0.00, 0.00, 1.25, 0.45, 0.00, 0.82, 2.36, 0.49, 0.26, 0.22, 0.00, 0.00, 1.53, 0.42, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
23,  0,  0.733,  0.93,  1, 1.42, 0.35, 0.00, 0.00, 1.24, 0.75, 0.00, 0.82, 2.38, 0.59, 0.15, 0.16, 0.00, 0.00, 1.55, 0.34, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
24,  0,  0.767,  0.93,  1, 1.43, 0.39, 0.00, 0.00, 1.22, 0.96, 0.00, 0.79, 2.40, 0.55, 0.07, 0.08, 0.00, 0.00, 1.58, 0.25, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
25,  0,  0.800,  0.93,  1, 1.46, 0.52, 0.00, 0.00, 1.20, 1.00, 0.00, 0.77, 2.41, 0.59, 0.01, 0.00, 0.00, 0.00, 1.50, 0.11, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
26,  0,  0.833,  0.93,  1, 1.48, 0.59, 0.00, 0.00, 1.20, 0.78, 0.00, 0.74, 2.39, 0.64, 0.02, 0.00, 0.00, 0.00, 1.41, 0.05, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
27,  0,  0.867,  0.93,  1, 1.35, 0.49, 0.00, 0.00, 1.20, 0.56, 0.00, 0.73, 2.38, 0.58, 0.06, 0.00, 0.08, 0.00, 1.45, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
28,  0,  0.900,  0.93,  1, 1.22, 0.31, 0.00, 0.00, 1.20, 0.47, 0.00, 0.71, 2.37, 0.52, 0.06, 0.00, 0.16, 0.00, 1.57, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
29,  0,  0.933,  0.93,  1, 1.16, 0.18, 0.00, 0.00, 1.21, 0.55, 0.00, 0.74, 2.36, 0.44, 0.05, 0.00, 0.16, 0.00, 1.71, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
30,  0,  0.967,  0.93,  1, 1.20, 0.26, 0.00, 0.00, 1.23, 0.67, 0.00, 0.75, 2.33, 0.44, 0.02, 0.00, 0.08, 0.00, 1.73, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
31,  0,  1.000,  0.93,  1, 1.20, 0.26, 0.00, 0.00, 1.28, 1.03, 0.00, 0.75, 2.32, 0.56, 0.14, 0.00, 0.00, 0.00, 1.60, 0.00, 0.15, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
32,  0,  1.033,  0.93,  1, 1.15, 0.22, 0.00, 0.00, 1.34, 1.21, 0.00, 0.73, 2.31, 0.68, 0.26, 0.00, 0.00, 0.00, 1.44, 0.00, 0.32, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
33,  0,  1.067,  0.93,  1, 1.14, 0.13, 0.00, 0.00, 1.40, 1.24, 0.00, 0.73, 2.36, 0.75, 0.31, 0.01, 0.00, 0.00, 1.47, 0.07, 0.73, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
34,  0,  1.100,  0.93,  1, 1.15, 0.14, 0.00, 0.00, 1.43, 1.09, 0.00, 0.75, 2.42, 0.70, 0.25, 0.01, 0.00, 0.00, 1.65, 0.11, 0.92, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
35,  0,  1.133,  0.93,  1, 1.09, 0.07, 0.00, 0.00, 1.41, 0.79, 0.00, 0.80, 2.40, 0.53, 0.15, 0.01, 0.00, 0.00, 1.80, 0.24, 0.85, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
36,  0,  1.167,  0.93,  1, 0.99, 0.07, 0.00, 0.00, 1.37, 0.67, 0.00, 0.82, 2.33, 0.43, 0.10, 0.00, 0.00, 0.00, 1.76, 0.33, 0.55, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
37,  0,  1.200,  0.93,  1, 0.92, 0.00, 0.00, 0.00, 1.26, 0.52, 0.00, 0.80, 2.29, 0.35, 0.08, 0.02, 0.00, 0.00, 1.77, 0.37, 0.22, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
38,  0,  1.233,  0.93,  1, 0.88, 0.00, 0.00, 0.00, 1.20, 0.58, 0.00, 0.75, 2.32, 0.37, 0.10, 0.03, 0.00, 0.00, 1.81, 0.34, 0.11, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
39,  0,  1.267,  0.93,  1, 0.89, 0.06, 0.00, 0.00, 1.16, 0.74, 0.00, 0.71, 2.30, 0.41, 0.09, 0.03, 0.00, 0.00, 1.89, 0.18, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
40,  0,  1.300,  0.93,  1, 0.90, 0.12, 0.00, 0.00, 1.17, 0.97, 0.00, 0.75, 2.24, 0.43, 0.04, 0.01, 0.00, 0.00, 1.97, 0.11, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
41,  0,  1.333,  0.93,  1, 0.94, 0.28, 0.00, 0.00, 1.17, 1.05, 0.00, 0.72, 2.20, 0.49, 0.02, 0.00, 0.00, 0.00, 2.02, 0.08, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
42,  0,  1.367,  0.93,  1, 0.94, 0.34, 0.00, 0.00, 1.15, 1.01, 0.00, 0.63, 2.20, 0.53, 0.07, 0.00, 0.00, 0.00, 2.02, 0.14, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
43,  0,  1.400,  0.93,  1, 0.95, 0.28, 0.00, 0.00, 1.13, 0.84, 0.00, 0.55, 2.17, 0.51, 0.11, 0.00, 0.00, 0.00, 1.99, 0.21, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
44,  0,  1.433,  0.93,  1, 0.97, 0.13, 0.00, 0.00, 1.12, 0.82, 0.00, 0.53, 2.12, 0.48, 0.10, 0.00, 0.00, 0.00, 2.02, 0.21, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
45,  0,  1.467,  0.93,  1, 0.91, 0.00, 0.00, 0.00, 1.12, 0.84, 0.00, 0.53, 2.06, 0.43, 0.05, 0.00, 0.00, 0.00, 2.07, 0.25, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
46,  0,  1.500,  0.93,  1, 0.83, 0.00, 0.00, 0.00, 1.12, 0.96, 0.00, 0.53, 2.02, 0.40, 0.01, 0.00, 0.00, 0.00, 2.13, 0.28, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
47,  0,  1.533,  0.93,  1, 0.80, 0.08, 0.00, 0.00, 1.13, 0.96, 0.00, 0.56, 2.02, 0.38, 0.00, 0.00, 0.00, 0.00, 2.11, 0.42, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
48,  0,  1.567,  0.93,  1, 0.87, 0.15, 0.00, 0.00, 1.14, 0.92, 0.00, 0.60, 2.06, 0.35, 0.00, 0.00, 0.00, 0.00, 2.06, 0.49, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
49,  0,  1.600,  0.93,  1, 1.00, 0.35, 0.00, 0.00, 1.10, 0.85, 0.00, 0.60, 2.11, 0.40, 0.00, 0.00, 0.00, 0.00, 2.05, 0.56, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
50,  0,  1.633,  0.93,  1, 1.06, 0.50, 0.00, 0.00, 1.06, 0.87, 0.00, 0.56, 2.11, 0.40, 0.00, 0.00, 0.00, 0.00, 2.09, 0.52, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
51,  0,  1.667,  0.93,  1, 1.02, 0.49, 0.00, 0.00, 1.06, 0.77, 0.11, 0.63, 2.11, 0.38, 0.00, 0.00, 0.00, 0.00, 2.06, 0.54, 0.42, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
52,  0,  1.700,  0.93,  1, 0.96, 0.32, 0.00, 0.00, 1.10, 0.56, 0.21, 0.75, 2.12, 0.31, 0.00, 0.00, 0.00, 0.00, 1.97, 0.52, 0.90, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
53,  0,  1.733,  0.93,  1, 0.89, 0.09, 0.00, 0.00, 1.18, 0.47, 0.27, 0.88, 2.13, 0.29, 0.00, 0.00, 0.00, 0.00, 1.89, 0.45, 1.18, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
54,  0,  1.767,  0.93,  1, 0.92, 0.05, 0.00, 0.00, 1.21, 0.49, 0.20, 0.90, 2.12, 0.32, 0.00, 0.00, 0.00, 0.00, 1.92, 0.37, 1.05, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
55,  0,  1.800,  0.93,  1, 0.86, 0.02, 0.00, 0.00, 1.23, 0.62, 0.11, 0.88, 2.13, 0.40, 0.00, 0.00, 0.00, 0.00, 2.12, 0.39, 0.69, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
56,  0,  1.833,  0.93,  1, 0.79, 0.02, 0.00, 0.00, 1.23, 0.70, 0.05, 0.87, 2.15, 0.39, 0.00, 0.00, 0.00, 0.00, 2.29, 0.47, 0.51, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
57,  0,  1.867,  0.93,  1, 0.74, 0.03, 0.00, 0.00, 1.17, 0.90, 0.03, 0.81, 2.14, 0.34, 0.04, 0.00, 0.00, 0.00, 2.38, 0.53, 0.22, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
58,  0,  1.900,  0.93,  1, 0.74, 0.09, 0.00, 0.00, 1.14, 1.08, 0.05, 0.81, 2.12, 0.23, 0.07, 0.00, 0.00, 0.00, 2.33, 0.54, 0.10, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
59,  0,  1.933,  0.93,  1, 0.70, 0.16, 0.00, 0.00, 1.09, 0.97, 0.05, 0.77, 2.11, 0.24, 0.07, 0.00, 0.00, 0.00, 2.36, 0.49, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
60,  0,  1.967,  0.93,  1, 0.65, 0.23, 0.00, 0.00, 1.08, 0.72, 0.02, 0.79, 2.11, 0.35, 0.04, 0.00, 0.00, 0.00, 2.44, 0.47, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
61,  0,  2.000,  0.93,  1, 0.63, 0.26, 0.00, 0.00, 1.11, 0.64, 0.05, 0.78, 2.10, 0.40, 0.00, 0.00, 0.00, 0.00, 2.49, 0.41, 0.11, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00
62,  0,  2.033,  0.93,  1, 0.66, 0.21, 0.00, 0.00, 1.07, 0.47, 0.14, 0.77, 2.05, 0.48, 0.00, 0.00, 0.01, 0.00, 2.50, 0.40, 0.53, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
63,  0,  2.067,  0.93,  1, 0.67, 0.12, 0.00, 0.00, 1.04, 0.39, 0.24, 0.78, 2.04, 0.51, 0.00, 0.00, 0.01, 0.00, 2.54, 0.43, 1.05, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
64,  0,  2.100,  0.93,  1, 0.62, 0.03, 0.00, 0.00, 1.03, 0.64, 0.32, 0.82, 1.97, 0.45, 0.01, 0.00, 0.01, 0.00, 2.54, 0.42, 1.22, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
65,  0,  2.133,  0.93,  1, 0.55, 0.01, 0.00, 0.00, 1.07, 1.19, 0.35, 0.89, 1.90, 0.31, 0.01, 0.00, 0.00, 0.00, 2.53, 0.45, 1.07, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
66,  0,  2.167,  0.93,  1, 0.45, 0.00, 0.00, 0.00, 1.06, 1.45, 0.30, 0.89, 1.82, 0.16, 0.01, 0.00, 0.00, 0.00, 2.42, 0.44, 0.55, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
67,  0,  2.200,  0.93,  1, 0.39, 0.00, 0.00, 0.00, 1.00, 1.32, 0.21, 0.85, 1.80, 0.21, 0.01, 0.00, 0.00, 0.00, 2.40, 0.58, 0.27, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
68,  0,  2.233,  0.93,  1, 0.36, 0.00, 0.00, 0.00, 0.94, 1.17, 0.13, 0.79, 1.81, 0.17, 0.02, 0.00, 0.00, 0.00, 2.38, 0.65, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
69,  0,  2.267,  0.93,  1, 0.31, 0.00, 0.00, 0.00, 0.92, 1.23, 0.11, 0.81, 1.76, 0.23, 0.04, 0.00, 0.00, 0.00, 2.49, 0.62, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
70,  0,  2.300,  0.93,  1, 0.26, 0.00, 0.00, 0.00, 0.91, 1.13, 0.10, 0.83, 1.73, 0.28, 0.04, 0.00, 0.00, 0.00, 2.57, 0.54, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
