frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
205,  0,  6.800,  0.88,  1, 0.52, 0.00, 0.80, 0.00, 1.23, 1.82, 0.41, 1.26, 1.86, 0.93, 0.03, 0.96, 0.00, 0.00, 2.47, 0.95, 0.18, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
206,  0,  6.833,  0.93,  1, 0.55, 0.00, 0.90, 0.00, 1.14, 1.87, 0.49, 1.24, 1.75, 0.98, 0.05, 0.94, 0.00, 0.00, 2.45, 0.85, 0.13, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
207,  0,  6.867,  0.93,  1, 0.58, 0.00, 1.00, 0.00, 1.02, 1.71, 0.54, 1.19, 1.58, 0.89, 0.05, 1.04, 0.00, 0.00, 2.48, 0.95, 0.14, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
208,  0,  6.900,  0.93,  1, 0.55, 0.00, 0.91, 0.00, 0.93, 1.48, 0.66, 1.09, 1.39, 0.80, 0.10, 1.20, 0.00, 0.00, 2.51, 1.18, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
209,  0,  6.933,  0.98,  1, 0.56, 0.00, 0.82, 0.00, 0.85, 1.19, 0.78, 0.96, 1.19, 0.71, 0.10, 1.41, 0.00, 0.00, 2.53, 1.45, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
210,  0,  6.967,  0.98,  1, 0.53, 0.00, 0.73, 0.00, 0.79, 1.18, 0.83, 0.92, 1.08, 0.69, 0.19, 1.45, 0.00, 0.00, 2.65, 1.68, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
211,  0,  7.000,  0.98,  1, 0.53, 0.00, 0.70, 0.00, 0.78, 1.23, 0.73, 0.92, 1.13, 0.63, 0.16, 1.40, 0.00, 0.00, 2.79, 1.82, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
212,  0,  7.033,  0.93,  1, 0.52, 0.00, 0.71, 0.00, 0.75, 1.28, 0.61, 0.94, 1.20, 0.54, 0.23, 1.38, 0.00, 0.00, 2.93, 1.99, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
213,  0,  7.067,  0.93,  1, 0.54, 0.00, 0.76, 0.00, 0.79, 1.41, 0.52, 0.87, 1.27, 0.60, 0.17, 1.27, 0.00, 0.00, 2.93, 1.92, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
214,  0,  7.100,  0.93,  1, 0.62, 0.02, 0.86, 0.00, 0.83, 1.53, 0.46, 0.79, 1.30, 0.70, 0.18, 1.19, 0.00, 0.00, 2.95, 1.83, 0.43, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
215,  0,  7.133,  0.93,  1, 0.74, 0.10, 0.90, 0.06, 0.93, 1.60, 0.32, 0.69, 1.48, 0.81, 0.08, 0.95, 0.00, 0.00, 2.99, 1.95, 0.63, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
216,  0,  7.167,  0.93,  1, 0.83, 0.16, 0.88, 0.14, 1.01, 1.60, 0.22, 0.63, 1.59, 0.80, 0.05, 0.86, 0.00, 0.00, 2.99, 2.10, 0.77, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
217,  0,  7.200,  0.93,  1, 0.87, 0.29, 0.89, 0.14, 1.06, 1.36, 0.10, 0.65, 1.78, 0.79, 0.00, 0.59, 0.00, 0.00, 3.27, 2.17, 0.82, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
218,  0,  7.233,  0.93,  1, 0.87, 0.35, 0.94, 0.09, 1.06, 1.17, 0.10, 0.71, 1.83, 0.83, 0.00, 0.46, 0.00, 0.00, 3.55, 2.02, 0.82, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
219,  0,  7.267,  0.93,  1, 0.80, 0.29, 0.93, 0.04, 1.12, 1.07, 0.11, 0.95, 1.90, 0.86, 0.00, 0.26, 0.00, 0.00, 3.83, 1.77, 0.70, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
220,  0,  7.300,  0.93,  1, 0.66, 0.14, 0.86, 0.04, 1.19, 1.16, 0.14, 1.12, 1.88, 0.87, 0.00, 0.16, 0.00, 0.00, 3.73, 1.41, 0.65, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00
221,  0,  7.333,  0.93,  1, 0.50, 0.00, 0.77, 0.03, 1.26, 1.22, 0.16, 1.31, 1.88, 0.90, 0.00, 0.06, 0.00, 0.00, 3.61, 1.11, 0.55, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
222,  0,  7.367,  0.93,  1, 0.36, 0.04, 0.60, 0.00, 1.37, 1.16, 0.11, 1.37, 1.91, 0.92, 0.00, 0.05, 0.00, 0.00, 3.27, 0.68, 0.51, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
223,  0,  7.400,  0.93,  1, 0.30, 0.09, 0.48, 0.00, 1.47, 1.17, 0.05, 1.45, 1.98, 0.97, 0.00, 0.07, 0.00, 0.00, 3.05, 0.45, 0.45, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
224,  0,  7.433,  0.98,  1, 0.24, 0.09, 0.30, 0.00, 1.59, 1.09, 0.00, 1.40, 2.01, 0.96, 0.00, 0.06, 0.00, 0.00, 2.71, 0.12, 0.36, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
225,  0,  7.467,  0.93,  1, 0.24, 0.05, 0.26, 0.00, 1.64, 0.99, 0.00, 1.32, 2.01, 0.99, 0.00, 0.05, 0.00, 0.00, 2.57, 0.05, 0.29, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
226,  0,  7.500,  0.93,  1, 0.22, 0.06, 0.32, 0.00, 1.67, 0.80, 0.00, 1.18, 2.02, 0.90, 0.00, 0.01, 0.00, 0.00, 2.41, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
227,  0,  7.533,  0.93,  1, 0.20, 0.07, 0.38, 0.00, 1.68, 0.74, 0.02, 1.13, 2.00, 0.79, 0.00, 0.01, 0.00, 0.00, 2.36, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
228,  0,  7.567,  0.98,  1, 0.15, 0.10, 0.43, 0.00, 1.69, 0.67, 0.03, 1.08, 2.00, 0.67, 0.00, 0.00, 0.00, 0.00, 2.30, 0.00, 0.62, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
229,  0,  7.600,  0.98,  1, 0.13, 0.12, 0.36, 0.00, 1.76, 0.80, 0.03, 0.99, 2.02, 0.75, 0.00, 0.00, 0.00, 0.00, 2.26, 0.00, 0.49, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
230,  0,  7.633,  0.93,  1, 0.11, 0.20, 0.38, 0.00, 1.80, 0.90, 0.01, 0.94, 2.04, 0.88, 0.00, 0.00, 0.00, 0.00, 2.21, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
231,  0,  7.667,  0.93,  1, 0.14, 0.21, 0.31, 0.00, 1.79, 0.80, 0.00, 0.86, 2.06, 0.95, 0.00, 0.00, 0.00, 0.00, 2.17, 0.00, 0.55, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
232,  0,  7.700,  0.93,  1, 0.13, 0.13, 0.32, 0.00, 1.76, 0.70, 0.00, 0.83, 2.10, 0.89, 0.00, 0.04, 0.00, 0.00, 2.10, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
233,  0,  7.733,  0.93,  1, 0.13, 0.04, 0.29, 0.00, 1.74, 0.64, 0.00, 0.78, 2.17, 0.82, 0.00, 0.05, 0.00, 0.00, 2.03, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
234,  0,  7.767,  0.93,  1, 0.15, 0.01, 0.36, 0.00, 1.83, 0.85, 0.00, 0.81, 2.23, 0.83, 0.00, 0.05, 0.00, 0.00, 1.95, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
235,  0,  7.800,  0.98,  1, 0.18, 0.02, 0.35, 0.00, 1.88, 0.96, 0.00, 0.84, 2.24, 0.83, 0.00, 0.01, 0.00, 0.00, 1.92, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
236,  0,  7.833,  0.98,  1, 0.22, 0.03, 0.36, 0.00, 1.89, 1.10, 0.00, 0.87, 2.21, 0.81, 0.00, 0.00, 0.00, 0.00, 1.95, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
237,  0,  7.867,  0.93,  1, 0.22, 0.04, 0.38, 0.00, 1.86, 1.14, 0.00, 0.83, 2.20, 0.78, 0.00, 0.00, 0.00, 0.00, 2.01, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
238,  0,  7.900,  0.93,  1, 0.15, 0.03, 0.42, 0.00, 1.88, 1.21, 0.00, 0.83, 2.20, 0.71, 0.00, 0.01, 0.00, 0.00, 2.06, 0.00, 0.54, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
239,  0,  7.933,  0.93,  1, 0.09, 0.02, 0.44, 0.00, 1.95, 1.24, 0.00, 0.82, 2.22, 0.65, 0.00, 0.01, 0.00, 0.00, 2.05, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
240,  0,  7.967,  0.93,  1, 0.01, 0.01, 0.44, 0.00, 1.91, 1.25, 0.00, 0.89, 2.19, 0.59, 0.00, 0.04, 0.00, 0.00, 2.13, 0.00, 0.45, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
241,  0,  8.000,  0.98,  1, 0.03, 0.04, 0.41, 0.00, 1.83, 1.24, 0.00, 0.96, 2.17, 0.57, 0.00, 0.07, 0.00, 0.00, 2.17, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
242,  0,  8.033,  0.98,  1, 0.04, 0.08, 0.45, 0.00, 1.77, 1.12, 0.00, 1.01, 2.18, 0.63, 0.00, 0.12, 0.00, 0.00, 2.19, 0.00, 0.39, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
243,  0,  8.067,  0.93,  1, 0.05, 0.14, 0.52, 0.00, 1.80, 1.06, 0.00, 0.99, 2.22, 0.70, 0.00, 0.16, 0.00, 0.00, 2.15, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
244,  0,  8.100,  0.93,  1, 0.04, 0.11, 0.59, 0.00, 1.91, 0.99, 0.00, 1.15, 2.35, 0.92, 0.00, 0.14, 0.00, 0.00, 2.50, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
245,  0,  8.133,  0.98,  1, 0.07, 0.07, 0.63, 0.00, 2.00, 1.00, 0.00, 1.34, 2.45, 1.06, 0.00, 0.14, 0.00, 0.00, 2.86, 0.00, 0.27, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
246,  0,  8.167,  0.98,  1, 0.06, 0.00, 0.57, 0.00, 2.04, 1.14, 0.00, 1.50, 2.57, 1.13, 0.00, 0.21, 0.00, 0.00, 3.27, 0.26, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
247,  0,  8.200,  0.93,  1, 0.06, 0.00, 0.53, 0.00, 1.99, 1.29, 0.00, 1.46, 2.60, 1.05, 0.00, 0.32, 0.00, 0.00, 3.35, 0.52, 0.03, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
248,  0,  8.233,  0.93,  1, 0.17, 0.00, 0.57, 0.00, 1.74, 1.46, 0.00, 1.28, 2.52, 1.05, 0.00, 0.40, 0.00, 0.00, 3.26, 0.94, 0.06, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
249,  0,  8.267,  0.93,  1, 0.33, 0.00, 0.65, 0.00, 1.48, 1.50, 0.00, 1.16, 2.38, 1.08, 0.00, 0.39, 0.00, 0.00, 3.12, 1.14, 0.06, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
250,  0,  8.300,  0.93,  1, 0.40, 0.00, 0.72, 0.00, 1.42, 1.48, 0.00, 1.17, 2.37, 1.31, 0.00, 0.42, 0.00, 0.00, 2.75, 1.05, 0.09, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
251,  0,  8.333,  0.93,  1, 0.31, 0.00, 0.64, 0.00, 1.59, 1.48, 0.00, 1.33, 2.49, 1.47, 0.00, 0.50, 0.00, 0.00, 2.58, 0.79, 0.03, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
252,  0,  8.367,  0.93,  1, 0.22, 0.00, 0.65, 0.00, 1.78, 1.59, 0.00, 1.50, 2.64, 1.60, 0.00, 0.43, 0.00, 0.00, 2.37, 0.32, 0.11, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
253,  0,  8.400,  0.93,  1, 0.20, 0.00, 0.65, 0.00, 1.77, 1.76, 0.00, 1.56, 2.62, 1.55, 0.00, 0.31, 0.00, 0.00, 2.38, 0.20, 0.15, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
254,  0,  8.433,  0.93,  1, 0.13, 0.00, 0.63, 0.00, 1.86, 1.79, 0.00, 1.59, 2.66, 1.54, 0.00, 0.21, 0.00, 0.00, 2.47, 0.15, 0.15, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
255,  0,  8.467,  0.93,  1, 0.06, 0.00, 0.57, 0.00, 1.95, 1.72, 0.00, 1.58, 2.71, 1.53, 0.00, 0.25, 0.00, 0.00, 2.57, 0.24, 0.09, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
256,  0,  8.500,  0.93,  1, 0.00, 0.00, 0.44, 0.00, 2.10, 1.66, 0.00, 1.51, 2.81, 1.41, 0.00, 0.20, 0.00, 0.00, 2.59, 0.23, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
257,  0,  8.533,  0.93,  1, 0.00, 0.00, 0.34, 0.00, 2.14, 1.68, 0.00, 1.45, 2.83, 1.19, 0.00, 0.11, 0.00, 0.00, 2.55, 0.13, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
258,  0,  8.567,  0.93,  1, 0.00, 0.00, 0.24, 0.00, 2.21, 1.56, 0.02, 1.37, 2.85, 1.14, 0.00, 0.02, 0.00, 0.00, 2.47, 0.03, 0.08, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
259,  0,  8.600,  0.93,  1, 0.00, 0.00, 0.25, 0.00, 2.19, 1.41, 0.02, 1.36, 2.81, 1.22, 0.00, 0.02, 0.00, 0.00, 2.50, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
260,  0,  8.633,  0.93,  1, 0.00, 0.00, 0.29, 0.00, 2.19, 1.40, 0.03, 1.43, 2.78, 1.26, 0.00, 0.05, 0.00, 0.00, 2.43, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
261,  0,  8.667,  0.93,  1, 0.00, 0.00, 0.30, 0.00, 2.17, 1.56, 0.01, 1.50, 2.75, 1.19, 0.00, 0.08, 0.00, 0.00, 2.42, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
262,  0,  8.700,  0.93,  1, 0.00, 0.00, 0.27, 0.00, 2.19, 1.64, 0.04, 1.50, 2.68, 1.19, 0.00, 0.08, 0.00, 0.00, 1.97, 0.00, 0.13, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
263,  0,  8.733,  0.93,  1, 0.00, 0.00, 0.23, 0.00, 2.20, 1.59, 0.04, 1.41, 2.61, 1.26, 0.00, 0.05, 0.00, 0.00, 1.58, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
264,  0,  8.767,  0.93,  1, 0.00, 0.00, 0.14, 0.00, 2.19, 1.44, 0.06, 1.29, 2.46, 1.28, 0.00, 0.00, 0.00, 0.00, 1.12, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
265,  0,  8.800,  0.93,  1, 0.00, 0.00, 0.06, 0.00, 2.19, 1.46, 0.07, 1.22, 2.37, 1.20, 0.00, 0.00, 0.00, 0.00, 1.06, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
266,  0,  8.833,  0.93,  1, 0.00, 0.01, 0.00, 0.00, 2.09, 1.38, 0.06, 1.09, 2.36, 1.17, 0.00, 0.06, 0.00, 0.00, 1.05, 0.00, 0.10, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00
267,  0,  8.867,  0.93,  1, 0.00, 0.01, 0.00, 0.00, 2.02, 1.39, 0.03, 1.08, 2.45, 1.18, 0.00, 0.13, 0.00, 0.02, 1.18, 0.07, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
268,  0,  8.900,  0.93,  1, 0.00, 0.01, 0.15, 0.00, 1.92, 1.38, 0.00, 1.06, 2.53, 1.12, 0.00, 0.13, 0.00, 0.02, 1.55, 0.07, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
269,  0,  8.933,  0.93,  1, 0.00, 0.00, 0.30, 0.00, 1.92, 1.50, 0.00, 1.14, 2.54, 1.01, 0.00, 0.07, 0.00, 0.02, 1.88, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
270,  0,  8.967,  0.93,  1, 0.00, 0.00, 0.39, 0.00, 2.02, 1.92, 0.02, 1.14, 2.58, 0.90, 0.00, 0.00, 0.00, 0.00, 2.03, 0.02, 0.17, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
271,  0,  9.000,  0.93,  1, 0.00, 0.00, 0.30, 0.00, 2.15, 2.26, 0.04, 1.18, 2.58, 0.84, 0.00, 0.00, 0.00, 0.00, 2.02, 0.02, 0.32, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
272,  0,  9.033,  0.93,  1, 0.06, 0.00, 0.15, 0.00, 2.11, 2.07, 0.08, 0.80, 2.52, 1.00, 0.00, 0.00, 0.00, 0.04, 1.39, 0.00, 0.55, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
273,  0,  9.067,  0.93,  1, 0.13, 0.00, 0.06, 0.06, 1.95, 1.37, 0.26, 0.50, 2.36, 1.34, 0.00, 0.00, 0.00, 0.04, 1.01, 0.00, 0.63, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
274,  0,  9.100,  0.93,  1, 0.63, 0.00, 0.00, 0.55, 1.67, 0.73, 0.34, 0.14, 2.03, 1.24, 0.00, 0.00, 0.13, 0.28, 0.82, 0.00, 0.50, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
275,  0,  9.133,  0.82,  1, 0.94, 0.00, 0.00, 0.91, 1.54, 0.50, 0.40, 0.30, 1.79, 0.93, 0.00, 0.00, 0.31, 0.48, 1.25, 0.00, 0.36, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
